,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,ro_Income,ro_Kidhome,ro_Teenhome,ro_Recency,ro_MntWines,ro_MntFruits,ro_MntMeatProducts,ro_MntFishProducts,ro_MntSweetProducts,ro_MntGoldProds,ro_NumDealsPurchases,ro_NumWebPurchases,ro_NumCatalogPurchases,ro_NumStorePurchases,ro_NumWebVisitsMonth,ro_AcceptedCmp3,ro_AcceptedCmp4,ro_AcceptedCmp5,ro_AcceptedCmp1,ro_AcceptedCmp2,ro_Complain,ro_Z_CostContact,ro_Z_Revenue,ro_Response,ro_Age,ro_Customer_Days,ro_marital_Divorced,ro_marital_Married,ro_marital_Single,ro_marital_Together,ro_marital_Widow,ro_education_2n Cycle,ro_education_Basic,ro_education_Graduation,ro_education_Master,ro_education_PhD,ro_MntTotal,ro_MntRegularProds,ro_AcceptedCmpOverall
1392,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,3,11,0,72,2285,0,0,0,1,0,0,0,1,0,0,181,140,0,0.0008463049720417108,0.0,0.0,-0.08,-0.2277432712215321,0.6451612903225806,-0.13425925925925927,0.0851063829787234,0.6666666666666666,0.3404255319148936,-0.5,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,-0.6590257879656161,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17841409691629956,-0.17577197149643706,0.0
1393,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,3,11,0,48,2264,0,1,0,0,0,0,0,1,0,0,44,27,0,-0.4612664349403053,2.0,1.0,-0.3,-0.32712215320910976,-0.12903225806451613,-0.26851851851851855,-0.1276595744680851,-0.12121212121212122,-0.1702127659574468,0.0,-0.5,-0.5,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,-0.7191977077363897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32929515418502203,-0.30997624703087884,0.0
1394,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,3,11,0,47,2311,0,1,0,0,0,0,0,1,0,0,43,42,0,-0.8054405319631253,1.0,1.0,-0.92,-0.32712215320910976,-0.16129032258064516,-0.24074074074074073,-0.2553191489361702,-0.12121212121212122,-0.5106382978723404,0.5,-0.5,-0.5,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.5845272206303725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3303964757709251,-0.2921615201900237,0.0
1395,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,48,2238,0,0,0,1,0,0,0,0,0,1,8,8,0,-0.5050324920658908,2.0,1.0,-0.96,-0.35403726708074534,-0.25806451612903225,-0.3101851851851852,-0.2553191489361702,-0.24242424242424243,-0.5319148936170213,-0.5,-0.75,-0.5,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,-0.7936962750716332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.368942731277533,-0.332541567695962,0.0
1396,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,3,11,0,48,2418,0,0,1,0,0,1,0,0,0,0,571,325,0,0.4357563850687623,0.0,0.0,-0.62,0.20910973084886128,5.290322580645161,0.027777777777777776,0.5531914893617021,0.0,4.702127659574468,-0.5,-0.5,2.0,1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,-0.27793696275071633,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.2511013215859031,0.043942992874109264,0.0
1397,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,54,2754,0,0,1,0,0,0,0,1,0,0,1270,1169,1,0.3785098987456551,0.0,1.0,-0.08,1.6542443064182195,0.12903225806451613,0.8564814814814815,0.0851063829787234,0.12121212121212122,1.6170212765957446,1.0,0.0,0.25,1.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6848137535816619,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0209251101321586,1.0463182897862233,1.0
1398,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2292,0,0,0,1,0,0,0,0,0,1,39,36,0,0.0859906301949524,0.0,1.0,0.64,-0.3064182194616977,-0.22580645161290322,-0.2777777777777778,-0.2553191489361702,-0.24242424242424243,-0.46808510638297873,-0.5,-0.75,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,-0.6389684813753582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.33480176211453744,-0.2992874109263658,0.0
1399,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,61,2707,0,1,0,0,0,0,0,1,0,0,41,22,0,-0.9852501133444159,0.0,0.0,0.56,-0.35610766045548653,-0.22580645161290322,-0.2824074074074074,0.23404255319148937,-0.12121212121212122,-0.1276595744680851,-0.5,-0.75,-0.25,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.5501432664756447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33259911894273125,-0.3159144893111639,0.0
1400,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,50,2580,0,1,0,0,0,0,0,1,0,0,66,54,0,-0.6988967810185884,1.0,0.0,-0.52,-0.36231884057971014,0.3225806451612903,-0.19444444444444445,-0.02127659574468085,0.0,-0.2765957446808511,0.5,-0.5,-0.5,-0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18624641833810887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30506607929515417,-0.27790973871733965,0.0
1401,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,46,2601,0,1,0,0,0,0,0,0,0,1,16,9,0,-0.5044884388695784,1.0,0.0,-0.02,-0.33954451345755693,-0.25806451612903225,-0.3055555555555556,-0.2553191489361702,-0.24242424242424243,-0.3829787234042553,-0.5,-0.75,-0.5,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2222222222222222,0.24641833810888253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.3601321585903084,-0.331353919239905,0.0
1402,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,48,2445,0,1,0,0,0,0,0,0,0,1,18,17,0,-0.24234547377965845,1.0,0.0,0.24,-0.34782608695652173,-0.22580645161290322,-0.2824074074074074,-0.2553191489361702,-0.24242424242424243,-0.5106382978723404,-0.5,-0.75,-0.5,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,-0.20057306590257878,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.3579295154185022,-0.32185273159144895,0.0
1403,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,3,11,0,62,2250,0,0,1,0,0,1,0,0,0,0,48,35,0,-0.37920507782983226,1.0,1.0,0.22,-0.35403726708074534,0.06451612903225806,-0.2361111111111111,-0.0851063829787234,-0.06060606060606061,-0.2553191489361702,0.0,-0.5,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.7593123209169055,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.3248898678414097,-0.3004750593824228,0.0
1404,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,3,11,0,48,2641,0,0,1,0,0,0,0,1,0,0,375,301,0,-0.5857639413631555,0.0,0.0,0.52,-0.3002070393374741,2.5483870967741935,-0.018518518518518517,3.4680851063829787,0.24242424242424243,1.0425531914893618,-0.5,0.5,-0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,0.36103151862464183,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03524229074889868,0.015439429928741092,0.0
1405,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,2609,0,1,0,0,0,0,0,0,1,0,27,17,0,-0.7310563699561735,1.0,0.0,0.3,-0.34368530020703936,-0.25806451612903225,-0.25462962962962965,-0.2127659574468085,-0.24242424242424243,-0.3191489361702128,-0.5,-0.75,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7222222222222222,0.2693409742120344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.34801762114537443,-0.32185273159144895,0.0
1406,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2295,1,0,0,0,0,1,0,0,0,0,28,18,0,-0.6082514734774067,1.0,0.0,0.1,-0.36438923395445133,-0.16129032258064516,-0.26851851851851855,-0.02127659574468085,-0.18181818181818182,-0.3191489361702128,-0.5,-0.75,-0.5,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.6303724928366762,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.34691629955947134,-0.32066508313539194,0.0
1407,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,3,11,0,35,2351,0,1,0,0,0,0,0,1,0,0,1089,1047,2,1.2466676741725857,0.0,0.0,0.7,1.0662525879917184,0.41935483870967744,0.23148148148148148,2.0851063829787235,4.212121212121212,0.3617021276595745,-0.5,0.5,0.75,1.2,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,-0.4699140401146132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8215859030837004,0.9014251781472684,2.0
1408,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,47,2347,0,0,1,0,0,0,0,1,0,0,32,30,0,-0.4967205682333384,1.0,1.0,0.52,-0.3498964803312629,-0.16129032258064516,-0.24537037037037038,-0.2127659574468085,-0.15151515151515152,-0.48936170212765956,0.0,-0.5,-0.5,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.4813753581661891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34251101321585903,-0.30641330166270786,0.0
1409,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,3,11,0,53,2401,1,0,0,0,0,0,0,1,0,0,292,290,0,0.591113797793562,1.0,1.0,-0.66,-0.10144927536231885,0.5806451612903226,-0.004629629629629629,-0.19148936170212766,1.7878787878787878,-0.48936170212765956,1.5,0.5,-0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,-0.32664756446991405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05616740088105727,0.0023752969121140144,0.0
1410,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,3,11,0,41,2580,0,1,0,0,0,1,0,0,0,0,32,16,1,-0.6105788121505213,1.0,1.0,0.6,-0.33540372670807456,-0.1935483870967742,-0.2638888888888889,-0.19148936170212766,-0.24242424242424243,-0.19148936170212766,0.0,-0.75,-0.25,-0.6,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.18624641833810887,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.34251101321585903,-0.32304038004750596,1.0
1411,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,3,11,0,59,2832,0,1,0,0,0,0,0,1,0,0,254,219,0,0.27979446879250414,1.0,1.0,0.86,0.047619047619047616,-0.1935483870967742,-0.11574074074074074,-0.19148936170212766,-0.09090909090909091,0.2127659574468085,1.0,0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9083094555873925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09801762114537445,-0.08194774346793349,0.0
1412,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,3,11,0,34,2679,0,0,0,1,0,1,0,0,0,0,20,10,0,-0.9308145685355902,0.0,0.0,-0.66,-0.3581780538302277,-0.12903225806451613,-0.2916666666666667,-0.1702127659574468,-0.18181818181818182,-0.3191489361702128,-0.5,-1.0,-0.25,-0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8888888888888888,0.4699140401146132,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.355726872246696,-0.33016627078384797,0.0
1413,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,3,11,0,56,2226,0,1,0,0,0,0,0,1,0,0,90,55,0,-0.26489345624905547,0.0,0.0,0.94,-0.33954451345755693,0.9032258064516129,-0.2638888888888889,-0.19148936170212766,0.5454545454545454,0.2127659574468085,-0.5,-0.75,-0.25,-0.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.828080229226361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2786343612334802,-0.27672209026128264,0.0
1414,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0,37,2659,0,1,0,0,0,0,0,1,0,0,120,84,0,-0.34350914311621583,1.0,0.0,-0.38,-0.3084886128364389,0.12903225806451613,-0.041666666666666664,0.14893617021276595,-0.21212121212121213,0.23404255319148937,0.0,-0.25,-0.5,-0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7222222222222222,0.41260744985673353,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24559471365638766,-0.24228028503562946,0.0
1415,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,68,2505,0,0,0,1,0,0,0,1,0,0,62,54,0,-0.5405773008916427,1.0,1.0,0.22,-0.3146997929606625,-0.1935483870967742,-0.22685185185185186,-0.0425531914893617,-0.09090909090909091,-0.3617021276595745,0.5,-0.5,-0.25,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02865329512893983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30947136563876654,-0.27790973871733965,0.0
1416,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,71,2440,0,1,0,0,0,0,0,0,1,0,19,16,0,-0.44972041710745053,1.0,1.0,-0.76,-0.3498964803312629,-0.22580645161290322,-0.2962962962962963,-0.19148936170212766,-0.18181818181818182,-0.46808510638297873,-0.5,-0.75,-0.5,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,-0.2148997134670487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-0.3568281938325991,-0.32304038004750596,0.0
1417,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,3,11,1,41,2823,0,0,0,1,0,0,0,1,0,0,46,27,0,-0.8959347136164425,1.0,0.0,0.52,-0.33954451345755693,-0.25806451612903225,-0.20833333333333334,-0.1702127659574468,-0.09090909090909091,-0.1276595744680851,0.5,-0.25,-0.5,-0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.8825214899713467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32709251101321585,-0.30997624703087884,0.0
1418,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,3,11,1,72,2772,0,0,0,0,1,0,0,0,1,0,1792,1654,1,0.820311319329001,0.0,0.0,-0.26,1.6438923395445135,0.3548387096774194,2.439814814814815,3.574468085106383,0.5454545454545454,2.404255319148936,0.5,-0.25,1.25,1.0,-0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2222222222222223,0.7363896848137536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.5958149779735682,1.6223277909738718,1.0
1419,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,3,11,0,74,2434,0,0,0,1,0,0,0,1,0,0,2157,2031,2,0.9481638204624452,0.0,0.0,0.44,1.6314699792960663,5.161290322580645,2.7962962962962963,4.9787234042553195,2.9393939393939394,2.148936170212766,-0.5,0.75,0.75,1.0,-0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,-0.23209169054441262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.997797356828194,2.0700712589073635,2.0
1420,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,3,11,0,62,2416,0,1,0,0,0,0,0,1,0,0,304,298,0,0.017802629590448843,0.0,0.0,0.78,-0.16356107660455488,0.6129032258064516,0.1574074074074074,0.3404255319148936,1.2121212121212122,-0.40425531914893614,-0.5,-0.5,0.0,0.6,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.2836676217765043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042951541850220265,0.011876484560570071,0.0
1421,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,3,11,0,49,2719,0,1,0,0,0,1,0,0,0,0,1302,1285,0,0.8086444007858546,0.0,0.0,0.88,0.629399585921325,0.8709677419354839,2.2453703703703702,1.2765957446808511,4.606060606060606,-0.1702127659574468,-0.5,0.0,0.5,0.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05555555555555555,0.5845272206303725,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0561674008810573,1.1840855106888362,0.0
1422,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,3,11,0,63,2734,0,1,0,0,0,0,0,1,0,0,832,785,1,0.047302402901617045,0.0,1.0,0.88,1.1097308488612836,0.0,0.14351851851851852,-0.02127659574468085,-0.24242424242424243,0.46808510638297873,1.0,1.5,1.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.6275071633237822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538546255506608,0.5902612826603325,1.0
1423,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,3,11,0,38,2406,0,0,0,1,0,0,0,0,0,1,1114,984,0,0.56675230466979,0.0,0.0,0.1,0.8467908902691511,1.4838709677419355,1.2962962962962963,1.2553191489361701,1.393939393939394,2.234042553191489,-0.5,0.0,0.5,0.6,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.3123209169054441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.8491189427312775,0.8266033254156769,0.0
1424,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,3,11,0,47,2257,0,0,0,1,0,1,0,0,0,0,651,612,0,0.547498866555841,0.0,1.0,-0.16,0.4575569358178054,0.6129032258064516,0.4212962962962963,0.9787234042553191,0.0,0.2978723404255319,1.0,0.0,0.5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.7392550143266475,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.3392070484581498,0.3847980997624703,0.0
1425,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,3,11,0,48,2656,0,0,0,1,0,0,0,1,0,0,184,159,0,-0.15819857941665408,1.0,0.0,-0.06,-0.2525879917184265,0.06451612903225806,0.1111111111111111,0.14893617021276595,-0.030303030303030304,0.0,0.5,-0.25,0.0,-0.2,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,0.4040114613180516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1751101321585903,-0.15320665083135393,0.0
1426,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,3,11,0,55,2179,0,1,0,0,0,0,0,1,0,0,1103,1072,0,0.7875472268399577,0.0,0.0,-0.42,0.10144927536231885,4.612903225806452,2.337962962962963,1.8297872340425532,1.393939393939394,0.1276595744680851,-0.5,-0.25,0.5,0.8,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,-0.9627507163323782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8370044052863436,0.9311163895486936,0.0
1427,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,3,11,1,67,2387,0,0,1,0,0,0,0,1,0,0,1464,1421,0,0.6832401390358168,0.0,0.0,-0.18,1.0869565217391304,3.032258064516129,2.4675925925925926,-0.2553191489361702,1.5151515151515151,0.3829787234042553,-0.5,-0.25,2.25,0.6,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9444444444444444,-0.3667621776504298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345814977973568,1.345605700712589,0.0
1428,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,53,2431,0,0,1,0,0,0,0,0,0,1,54,51,0,-0.331963125283361,1.0,0.0,0.66,-0.2919254658385093,-0.25806451612903225,-0.2361111111111111,-0.2553191489361702,-0.24242424242424243,-0.46808510638297873,-0.5,-0.5,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,-0.24068767908309455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-0.31828193832599116,-0.2814726840855107,0.0
1429,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,3,11,0,55,2829,0,0,0,1,0,0,0,0,0,1,459,389,0,-0.5609792957533626,0.0,0.0,-0.22,-0.022774327122153208,0.16129032258064516,0.5185185185185185,1.574468085106383,0.15151515151515152,0.9574468085106383,0.0,0.75,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.8997134670487106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.1277533039647577,0.11995249406175772,0.0
1430,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,51,2163,0,0,0,1,0,0,0,1,0,0,1051,1011,0,0.5261598911893607,0.0,0.0,-0.92,0.5797101449275363,2.3548387096774195,1.3333333333333333,2.0,1.2727272727272727,0.3191489361702128,-0.5,0.0,0.5,0.4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,-1.008595988538682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7797356828193832,0.8586698337292161,0.0
1431,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,3,11,1,49,2783,1,0,0,0,0,0,0,1,0,0,149,118,0,-0.241408493274898,0.0,1.0,0.76,-0.18012422360248448,-0.16129032258064516,-0.07407407407407407,-0.2127659574468085,-0.21212121212121213,0.1276595744680851,0.5,0.0,-0.5,-0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05555555555555555,0.7679083094555874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21365638766519823,-0.20190023752969122,0.0
1432,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,3,11,0,48,2692,0,0,0,1,0,0,0,1,0,0,55,33,0,-0.7555387637902373,1.0,1.0,0.0,-0.33747412008281574,0.0,-0.24074074074074073,-0.02127659574468085,-0.09090909090909091,-0.06382978723404255,1.0,-0.5,-0.5,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,0.5071633237822349,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31718061674008813,-0.3028503562945368,0.0
1433,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,3,11,1,50,2296,0,0,1,0,0,0,0,1,0,0,2304,2259,3,1.284660722381744,0.0,0.0,-0.66,2.3271221532091095,1.935483870967742,3.0694444444444446,1.6382978723404256,3.212121212121212,0.425531914893617,-1.0,0.5,1.25,1.4,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6275071633237822,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.159691629955947,2.340855106888361,3.0
1434,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,3,11,1,46,2812,0,1,0,0,0,0,0,0,0,1,520,506,0,-0.38920961160646816,0.0,0.0,0.32,-0.051759834368530024,1.8064516129032258,0.25462962962962965,2.2127659574468086,1.696969696969697,-0.23404255319148937,0.0,0.25,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2222222222222222,0.8510028653295129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.1949339207048458,0.2589073634204275,0.0
